position_tolerance_mm,required_reliability,position_maximum_speed_scale,position_reliability_at_limit,position_status,orientation_tolerance_deg,orientation_maximum_speed_scale,orientation_reliability_at_limit,orientation_status,recommended_speed_scale,limiting_metric
0.4,0.99,,0.9844206232108202,not_feasible_at_0.5,0.08,1.0,0.9934157442226398,feasible,,not_feasible
0.4,0.99,,0.9844206232108202,not_feasible_at_0.5,0.09,1.0,0.9957151414344101,feasible,,not_feasible
0.4,0.99,,0.9844206232108202,not_feasible_at_0.5,0.1,1.0,0.9971325156620111,feasible,,not_feasible
0.5,0.99,0.5714,0.9900031898515428,feasible,0.01,,0.5136863211465097,not_feasible_at_0.5,,not_feasible
0.5,0.99,0.5714,0.9900031898515428,feasible,0.02,,0.839005949271906,not_feasible_at_0.5,,not_feasible
0.5,0.99,0.5714,0.9900031898515428,feasible,0.03,,0.9393865334747701,not_feasible_at_0.5,,not_feasible
0.5,0.99,0.5714,0.9900031898515428,feasible,0.04,,0.974199528206562,not_feasible_at_0.5,,not_feasible
0.5,0.99,0.5714,0.9900031898515428,feasible,0.05,,0.9879092429831098,not_feasible_at_0.5,,not_feasible
0.5,0.99,0.5714,0.9900031898515428,feasible,0.06,0.7138,0.9900010339036796,feasible,0.5714,position
0.5,0.99,0.5714,0.9900031898515428,feasible,0.07,0.9770000000000001,0.9900002196541289,feasible,0.5714,position
0.5,0.99,0.5714,0.9900031898515428,feasible,0.08,1.0,0.9934157442226398,feasible,0.5714,position
0.5,0.99,0.5714,0.9900031898515428,feasible,0.09,1.0,0.9957151414344101,feasible,0.5714,position
0.5,0.99,0.5714,0.9900031898515428,feasible,0.1,1.0,0.9971325156620111,feasible,0.5714,position
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.01,,0.5136863211465097,not_feasible_at_0.5,,not_feasible
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.02,,0.839005949271906,not_feasible_at_0.5,,not_feasible
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.03,,0.9393865334747701,not_feasible_at_0.5,,not_feasible
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.04,,0.974199528206562,not_feasible_at_0.5,,not_feasible
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.05,,0.9879092429831098,not_feasible_at_0.5,,not_feasible
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.06,0.7138,0.9900010339036796,feasible,0.7138,orientation
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.07,0.9770000000000001,0.9900002196541289,feasible,0.7267,position
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.08,1.0,0.9934157442226398,feasible,0.7267,position
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.09,1.0,0.9957151414344101,feasible,0.7267,position
0.6000000000000001,0.99,0.7267,0.9900017397832185,feasible,0.1,1.0,0.9971325156620111,feasible,0.7267,position
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.01,,0.5136863211465097,not_feasible_at_0.5,,not_feasible
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.02,,0.839005949271906,not_feasible_at_0.5,,not_feasible
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.03,,0.9393865334747701,not_feasible_at_0.5,,not_feasible
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.04,,0.974199528206562,not_feasible_at_0.5,,not_feasible
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.05,,0.9879092429831098,not_feasible_at_0.5,,not_feasible
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.06,0.7138,0.9900010339036796,feasible,0.7138,orientation
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.07,0.9770000000000001,0.9900002196541289,feasible,0.8624,position
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.08,1.0,0.9934157442226398,feasible,0.8624,position
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.09,1.0,0.9957151414344101,feasible,0.8624,position
0.7000000000000001,0.99,0.8624,0.9900032047591778,feasible,0.1,1.0,0.9971325156620111,feasible,0.8624,position
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.01,,0.5136863211465097,not_feasible_at_0.5,,not_feasible
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.02,,0.839005949271906,not_feasible_at_0.5,,not_feasible
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.03,,0.9393865334747701,not_feasible_at_0.5,,not_feasible
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.04,,0.974199528206562,not_feasible_at_0.5,,not_feasible
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.05,,0.9879092429831098,not_feasible_at_0.5,,not_feasible
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.06,0.7138,0.9900010339036796,feasible,0.7138,orientation
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.07,0.9770000000000001,0.9900002196541289,feasible,0.9770000000000001,orientation
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.08,1.0,0.9934157442226398,feasible,0.9832000000000001,position
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.09,1.0,0.9957151414344101,feasible,0.9832000000000001,position
0.8,0.99,0.9832000000000001,0.9900014367366248,feasible,0.1,1.0,0.9971325156620111,feasible,0.9832000000000001,position
0.9,0.99,1.0,0.9925061769474872,feasible,0.01,,0.5136863211465097,not_feasible_at_0.5,,not_feasible
0.9,0.99,1.0,0.9925061769474872,feasible,0.02,,0.839005949271906,not_feasible_at_0.5,,not_feasible
0.9,0.99,1.0,0.9925061769474872,feasible,0.03,,0.9393865334747701,not_feasible_at_0.5,,not_feasible
0.9,0.99,1.0,0.9925061769474872,feasible,0.04,,0.974199528206562,not_feasible_at_0.5,,not_feasible
0.9,0.99,1.0,0.9925061769474872,feasible,0.05,,0.9879092429831098,not_feasible_at_0.5,,not_feasible
0.9,0.99,1.0,0.9925061769474872,feasible,0.06,0.7138,0.9900010339036796,feasible,0.7138,orientation
0.9,0.99,1.0,0.9925061769474872,feasible,0.07,0.9770000000000001,0.9900002196541289,feasible,0.9770000000000001,orientation
0.9,0.99,1.0,0.9925061769474872,feasible,0.08,1.0,0.9934157442226398,feasible,1.0,position
0.9,0.99,1.0,0.9925061769474872,feasible,0.09,1.0,0.9957151414344101,feasible,1.0,position
0.9,0.99,1.0,0.9925061769474872,feasible,0.1,1.0,0.9971325156620111,feasible,1.0,position
1.0,0.99,1.0,0.9945403315469853,feasible,0.01,,0.5136863211465097,not_feasible_at_0.5,,not_feasible
1.0,0.99,1.0,0.9945403315469853,feasible,0.02,,0.839005949271906,not_feasible_at_0.5,,not_feasible
1.0,0.99,1.0,0.9945403315469853,feasible,0.03,,0.9393865334747701,not_feasible_at_0.5,,not_feasible
1.0,0.99,1.0,0.9945403315469853,feasible,0.04,,0.974199528206562,not_feasible_at_0.5,,not_feasible
1.0,0.99,1.0,0.9945403315469853,feasible,0.05,,0.9879092429831098,not_feasible_at_0.5,,not_feasible
1.0,0.99,1.0,0.9945403315469853,feasible,0.06,0.7138,0.9900010339036796,feasible,0.7138,orientation
1.0,0.99,1.0,0.9945403315469853,feasible,0.07,0.9770000000000001,0.9900002196541289,feasible,0.9770000000000001,orientation
1.0,0.99,1.0,0.9945403315469853,feasible,0.08,1.0,0.9934157442226398,feasible,1.0,position
1.0,0.99,1.0,0.9945403315469853,feasible,0.09,1.0,0.9957151414344101,feasible,1.0,position
1.0,0.99,1.0,0.9945403315469853,feasible,0.1,1.0,0.9971325156620111,feasible,1.0,position
